,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,TEMP,sum,count,average
397,398,2010,1,17,13,4,,,,154.0,-3.0,154.0,1,154.0
398,399,2010,1,17,14,4,,,,166.0,-1.0,166.0,1,166.0
399,400,2010,1,17,15,4,,,,177.0,-1.0,177.0,1,177.0
400,401,2010,1,17,16,4,,,,191.0,-1.0,191.0,1,191.0
401,402,2010,1,17,17,4,,,,212.0,-3.0,212.0,1,212.0
402,403,2010,1,17,18,4,,,,250.0,-5.0,250.0,1,250.0
403,404,2010,1,17,19,4,,,,268.0,-6.0,268.0,1,268.0
404,405,2010,1,17,20,4,,,,317.0,-7.0,317.0,1,317.0
405,406,2010,1,17,21,4,,,,291.0,-7.0,291.0,1,291.0
406,407,2010,1,17,22,4,,,,313.0,-9.0,313.0,1,313.0
407,408,2010,1,17,23,4,,,,282.0,-9.0,282.0,1,282.0
408,409,2010,1,18,0,4,,,,282.0,-10.0,282.0,1,282.0
409,410,2010,1,18,1,4,,,,303.0,-11.0,303.0,1,303.0
410,411,2010,1,18,2,4,,,,349.0,-9.0,349.0,1,349.0
411,412,2010,1,18,3,4,,,,407.0,-10.0,407.0,1,407.0
412,413,2010,1,18,4,4,,,,361.0,-11.0,361.0,1,361.0
413,414,2010,1,18,5,4,,,,234.0,-11.0,234.0,1,234.0
414,415,2010,1,18,6,4,,,,149.0,-11.0,149.0,1,149.0
415,416,2010,1,18,7,4,,,,147.0,-11.0,147.0,1,147.0
416,417,2010,1,18,8,4,,,,184.0,-11.0,184.0,1,184.0
417,418,2010,1,18,9,4,,,,161.0,-6.0,161.0,1,161.0
418,419,2010,1,18,10,4,,,,137.0,-5.0,137.0,1,137.0
419,420,2010,1,18,11,4,,,,146.0,-3.0,146.0,1,146.0
420,421,2010,1,18,12,4,,,,144.0,-1.0,144.0,1,144.0
421,422,2010,1,18,13,4,,,,154.0,0.0,154.0,1,154.0
422,423,2010,1,18,14,4,,,,173.0,1.0,173.0,1,173.0
423,424,2010,1,18,15,4,,,,188.0,1.0,188.0,1,188.0
424,425,2010,1,18,16,4,,,,203.0,1.0,203.0,1,203.0
425,426,2010,1,18,17,4,,,,233.0,-1.0,233.0,1,233.0
426,427,2010,1,18,18,4,,,,408.0,-2.0,408.0,1,408.0
427,428,2010,1,18,19,4,,,,435.0,-3.0,435.0,1,435.0
428,429,2010,1,18,20,4,,,,403.0,-2.0,403.0,1,403.0
429,430,2010,1,18,21,4,,,,360.0,-1.0,360.0,1,360.0
430,431,2010,1,18,22,4,,,,402.0,-1.0,402.0,1,402.0
431,432,2010,1,18,23,4,,,,358.0,-1.0,358.0,1,358.0
432,433,2010,1,19,0,4,,,,383.0,-1.0,383.0,1,383.0
433,434,2010,1,19,1,4,,,,332.0,-1.0,332.0,1,332.0
434,435,2010,1,19,2,4,,,,274.0,-1.0,274.0,1,274.0
435,436,2010,1,19,3,4,,,,256.0,-1.0,256.0,1,256.0
436,437,2010,1,19,4,4,,,,302.0,-1.0,302.0,1,302.0
437,438,2010,1,19,5,4,,,,330.0,-1.0,330.0,1,330.0
438,439,2010,1,19,6,4,,,,367.0,-1.0,367.0,1,367.0
439,440,2010,1,19,7,4,,,,297.0,-1.0,297.0,1,297.0
440,441,2010,1,19,8,4,,,,331.0,0.0,331.0,1,331.0
441,442,2010,1,19,9,4,,,,323.0,0.0,323.0,1,323.0
442,443,2010,1,19,10,4,,,,339.0,0.0,339.0,1,339.0
443,444,2010,1,19,11,4,,,,301.0,1.0,301.0,1,301.0
444,445,2010,1,19,12,4,,,,310.0,1.0,310.0,1,310.0
445,446,2010,1,19,13,4,,,,305.0,1.0,305.0,1,305.0
446,447,2010,1,19,14,4,,,,313.0,1.0,313.0,1,313.0
447,448,2010,1,19,15,4,,,,336.0,2.0,336.0,1,336.0
448,449,2010,1,19,16,4,,,,357.0,2.0,357.0,1,357.0
449,450,2010,1,19,17,4,,,,485.0,2.0,485.0,1,485.0
450,451,2010,1,19,18,4,,,,426.0,1.0,426.0,1,426.0
451,452,2010,1,19,19,4,,,,403.0,2.0,403.0,1,403.0
452,453,2010,1,19,20,4,,,,374.0,1.0,374.0,1,374.0
453,454,2010,1,19,21,4,,,,333.0,0.0,333.0,1,333.0
454,455,2010,1,19,22,4,,,,343.0,0.0,343.0,1,343.0
455,456,2010,1,19,23,4,,,,364.0,1.0,364.0,1,364.0
456,457,2010,1,20,0,4,,,,389.0,0.0,389.0,1,389.0
457,458,2010,1,20,1,4,,,,368.0,-1.0,368.0,1,368.0
458,459,2010,1,20,2,4,,,,267.0,-2.0,267.0,1,267.0
459,460,2010,1,20,3,4,,,,71.0,-1.0,71.0,1,71.0
460,461,2010,1,20,4,4,,,,81.0,1.0,81.0,1,81.0
461,462,2010,1,20,5,4,,,,51.0,0.0,51.0,1,51.0
462,463,2010,1,20,6,4,,,,49.0,2.0,49.0,1,49.0
463,464,2010,1,20,7,4,,,,44.0,1.0,44.0,1,44.0
464,465,2010,1,20,8,4,,,,45.0,0.0,45.0,1,45.0
465,466,2010,1,20,9,4,,,,35.0,0.0,35.0,1,35.0
466,467,2010,1,20,10,4,,,,29.0,1.0,29.0,1,29.0
467,468,2010,1,20,11,4,,,,27.0,0.0,27.0,1,27.0
468,469,2010,1,20,12,4,,,,29.0,0.0,29.0,1,29.0
469,470,2010,1,20,13,4,,,,16.0,-1.0,16.0,1,16.0
470,471,2010,1,20,14,4,,,,23.0,-1.0,23.0,1,23.0
471,472,2010,1,20,15,4,,,,28.0,-1.0,28.0,1,28.0
472,473,2010,1,20,16,4,,,,22.0,-1.0,22.0,1,22.0
473,474,2010,1,20,17,4,,,,11.0,-2.0,11.0,1,11.0
474,475,2010,1,20,18,4,,,,25.0,-3.0,25.0,1,25.0
475,476,2010,1,20,19,4,,,,16.0,-4.0,16.0,1,16.0
476,477,2010,1,20,20,4,,,,20.0,-3.0,20.0,1,20.0
477,478,2010,1,20,21,4,,,,20.0,-4.0,20.0,1,20.0
478,479,2010,1,20,22,4,,,,18.0,-4.0,18.0,1,18.0
479,480,2010,1,20,23,4,,,,18.0,-5.0,18.0,1,18.0
480,481,2010,1,21,0,4,,,,17.0,-6.0,17.0,1,17.0
481,482,2010,1,21,1,4,,,,17.0,-6.0,17.0,1,17.0
482,483,2010,1,21,2,4,,,,17.0,-7.0,17.0,1,17.0
483,484,2010,1,21,3,4,,,,15.0,-8.0,15.0,1,15.0
484,485,2010,1,21,4,4,,,,19.0,-8.0,19.0,1,19.0
485,486,2010,1,21,5,4,,,,16.0,-9.0,16.0,1,16.0
486,487,2010,1,21,6,4,,,,18.0,-9.0,18.0,1,18.0
487,488,2010,1,21,7,4,,,,18.0,-9.0,18.0,1,18.0
488,489,2010,1,21,8,4,,,,18.0,-8.0,18.0,1,18.0
489,490,2010,1,21,9,4,,,,26.0,-8.0,26.0,1,26.0
490,491,2010,1,21,10,4,,,,26.0,-7.0,26.0,1,26.0
491,492,2010,1,21,11,4,,,,25.0,-7.0,25.0,1,25.0
492,493,2010,1,21,12,4,,,,24.0,-5.0,24.0,1,24.0
493,494,2010,1,21,13,4,,,,15.0,-5.0,15.0,1,15.0
494,495,2010,1,21,14,4,,,,17.0,-4.0,17.0,1,17.0
495,496,2010,1,21,15,4,,,,15.0,-3.0,15.0,1,15.0
496,497,2010,1,21,16,4,,,,21.0,-2.0,21.0,1,21.0
497,498,2010,1,21,17,4,,,,40.0,-2.0,40.0,1,40.0
498,499,2010,1,21,18,4,,,,51.0,-2.0,51.0,1,51.0
499,500,2010,1,21,19,4,,,,45.0,-3.0,45.0,1,45.0
500,501,2010,1,21,20,4,,,,61.0,-3.0,61.0,1,61.0
501,502,2010,1,21,21,4,,,,72.0,-8.0,72.0,1,72.0
502,503,2010,1,21,22,4,,,,38.0,-9.0,38.0,1,38.0
503,504,2010,1,21,23,4,,,,35.0,-9.0,35.0,1,35.0
504,505,2010,1,22,0,4,,,,29.0,-6.0,29.0,1,29.0
505,506,2010,1,22,1,4,,,,26.0,-4.0,26.0,1,26.0
506,507,2010,1,22,2,4,,,,18.0,-5.0,18.0,1,18.0
507,508,2010,1,22,3,4,,,,15.0,-6.0,15.0,1,15.0
508,509,2010,1,22,4,4,,,,15.0,-7.0,15.0,1,15.0
509,510,2010,1,22,5,4,,,,22.0,-7.0,22.0,1,22.0
510,511,2010,1,22,6,4,,,,21.0,-7.0,21.0,1,21.0
511,512,2010,1,22,7,4,,,,19.0,-7.0,19.0,1,19.0
512,513,2010,1,22,8,4,,,,22.0,-7.0,22.0,1,22.0
513,514,2010,1,22,9,4,,,,25.0,-5.0,25.0,1,25.0
514,515,2010,1,22,10,4,,,,22.0,-4.0,22.0,1,22.0
515,516,2010,1,22,11,4,,,,26.0,-4.0,26.0,1,26.0
516,517,2010,1,22,12,4,,,,32.0,-3.0,32.0,1,32.0
517,518,2010,1,22,13,4,,,,30.0,-3.0,30.0,1,30.0
518,519,2010,1,22,14,4,,,,32.0,-2.0,32.0,1,32.0
519,520,2010,1,22,15,4,,,,30.0,-2.0,30.0,1,30.0
520,521,2010,1,22,16,4,,,,32.0,-2.0,32.0,1,32.0
521,522,2010,1,22,17,4,,,,37.0,-2.0,37.0,1,37.0
522,523,2010,1,22,18,4,,,,49.0,-3.0,49.0,1,49.0
523,524,2010,1,22,19,4,,,,47.0,-5.0,47.0,1,47.0
524,525,2010,1,22,20,4,,,,39.0,-4.0,39.0,1,39.0
525,526,2010,1,22,21,4,,,,35.0,-4.0,35.0,1,35.0
526,527,2010,1,22,22,4,,,,48.0,-4.0,48.0,1,48.0
527,528,2010,1,22,23,4,,,,49.0,-7.0,49.0,1,49.0
528,529,2010,1,23,0,4,,,,24.0,-4.0,24.0,1,24.0
529,530,2010,1,23,1,4,,,,23.0,-8.0,23.0,1,23.0
530,531,2010,1,23,2,4,,,,20.0,-5.0,20.0,1,20.0
531,532,2010,1,23,3,4,,,,19.0,-6.0,19.0,1,19.0
532,533,2010,1,23,4,4,,,,16.0,-5.0,16.0,1,16.0
533,534,2010,1,23,5,4,,,,22.0,-6.0,22.0,1,22.0
534,535,2010,1,23,6,4,,,,24.0,-7.0,24.0,1,24.0
535,536,2010,1,23,7,4,,,,24.0,-7.0,24.0,1,24.0
536,537,2010,1,23,8,4,,,,41.0,-6.0,41.0,1,41.0
537,538,2010,1,23,9,4,,,,23.0,-2.0,23.0,1,23.0
538,539,2010,1,23,10,4,,,,19.0,-1.0,19.0,1,19.0
539,540,2010,1,23,11,4,,,,15.0,0.0,15.0,1,15.0
540,541,2010,1,23,12,4,,,,19.0,1.0,19.0,1,19.0
541,542,2010,1,23,13,4,,,,17.0,2.0,17.0,1,17.0
542,543,2010,1,23,14,4,,,,17.0,2.0,17.0,1,17.0
543,544,2010,1,23,15,4,,,,22.0,3.0,22.0,1,22.0
611,612,2010,1,26,11,4,,,,88.0,-3.0,88.0,1,88.0
612,613,2010,1,26,12,4,,,,85.0,-1.0,85.0,1,85.0
613,614,2010,1,26,13,4,,,,90.0,0.0,90.0,1,90.0
614,615,2010,1,26,14,4,,,,127.0,1.0,127.0,1,127.0
615,616,2010,1,26,15,4,,,,144.0,2.0,144.0,1,144.0
616,617,2010,1,26,16,4,,,,203.0,1.0,203.0,1,203.0
617,618,2010,1,26,17,4,,,,199.0,-1.0,199.0,1,199.0
618,619,2010,1,26,18,4,,,,231.0,-3.0,231.0,1,231.0
619,620,2010,1,26,19,4,,,,274.0,-3.0,274.0,1,274.0
620,621,2010,1,26,20,4,,,,340.0,-5.0,340.0,1,340.0
621,622,2010,1,26,21,4,,,,298.0,-6.0,298.0,1,298.0
622,623,2010,1,26,22,4,,,,268.0,-5.0,268.0,1,268.0
623,624,2010,1,26,23,4,,,,299.0,-4.0,299.0,1,299.0
624,625,2010,1,27,0,4,,,,300.0,-4.0,300.0,1,300.0
625,626,2010,1,27,1,4,,,,240.0,-3.0,240.0,1,240.0
626,627,2010,1,27,2,4,,,,213.0,-4.0,213.0,1,213.0
627,628,2010,1,27,3,4,,,,171.0,-4.0,171.0,1,171.0
628,629,2010,1,27,4,4,,,,153.0,-3.0,153.0,1,153.0
629,630,2010,1,27,5,4,,,,153.0,-4.0,153.0,1,153.0
630,631,2010,1,27,6,4,,,,140.0,-5.0,140.0,1,140.0
631,632,2010,1,27,7,4,,,,147.0,-4.0,147.0,1,147.0
632,633,2010,1,27,8,4,,,,158.0,-3.0,158.0,1,158.0
633,634,2010,1,27,9,4,,,,153.0,-1.0,153.0,1,153.0
634,635,2010,1,27,10,4,,,,154.0,1.0,154.0,1,154.0
635,636,2010,1,27,11,4,,,,143.0,3.0,143.0,1,143.0
636,637,2010,1,27,12,4,,,,90.0,4.0,90.0,1,90.0
637,638,2010,1,27,13,4,,,,55.0,6.0,55.0,1,55.0
638,639,2010,1,27,14,4,,,,52.0,8.0,52.0,1,52.0
639,640,2010,1,27,15,4,,,,41.0,8.0,41.0,1,41.0
640,641,2010,1,27,16,4,,,,29.0,7.0,29.0,1,29.0
641,642,2010,1,27,17,4,,,,37.0,7.0,37.0,1,37.0
642,643,2010,1,27,18,4,,,,49.0,5.0,49.0,1,49.0
643,644,2010,1,27,19,4,,,,56.0,4.0,56.0,1,56.0
644,645,2010,1,27,20,4,,,,38.0,3.0,38.0,1,38.0
645,646,2010,1,27,21,4,,,,37.0,3.0,37.0,1,37.0
646,647,2010,1,27,22,4,,,,28.0,3.0,28.0,1,28.0
647,648,2010,1,27,23,4,,,,20.0,0.0,20.0,1,20.0
648,649,2010,1,28,0,4,,,,22.0,-1.0,22.0,1,22.0
649,650,2010,1,28,1,4,,,,27.0,-1.0,27.0,1,27.0
650,651,2010,1,28,2,4,,,,34.0,-1.0,34.0,1,34.0
651,652,2010,1,28,3,4,,,,27.0,-2.0,27.0,1,27.0
652,653,2010,1,28,4,4,,,,32.0,-2.0,32.0,1,32.0
653,654,2010,1,28,5,4,,,,28.0,-3.0,28.0,1,28.0
654,655,2010,1,28,6,4,,,,28.0,-3.0,28.0,1,28.0
655,656,2010,1,28,7,4,,,,18.0,-3.0,18.0,1,18.0
656,657,2010,1,28,8,4,,,,17.0,-3.0,17.0,1,17.0
657,658,2010,1,28,9,4,,,,16.0,-2.0,16.0,1,16.0
658,659,2010,1,28,10,4,,,,18.0,-2.0,18.0,1,18.0
659,660,2010,1,28,11,4,,,,16.0,-1.0,16.0,1,16.0
660,661,2010,1,28,12,4,,,,12.0,1.0,12.0,1,12.0
661,662,2010,1,28,13,4,,,,13.0,1.0,13.0,1,13.0
662,663,2010,1,28,14,4,,,,23.0,1.0,23.0,1,23.0
663,664,2010,1,28,15,4,,,,21.0,1.0,21.0,1,21.0
664,665,2010,1,28,16,4,,,,13.0,1.0,13.0,1,13.0
665,666,2010,1,28,17,4,,,,14.0,0.0,14.0,1,14.0
666,667,2010,1,28,18,4,,,,23.0,0.0,23.0,1,23.0
667,668,2010,1,28,19,4,,,,16.0,-1.0,16.0,1,16.0
668,669,2010,1,28,20,4,,,,25.0,-1.0,25.0,1,25.0
669,670,2010,1,28,21,4,,,,20.0,-4.0,20.0,1,20.0
670,671,2010,1,28,22,4,,,,25.0,-2.0,25.0,1,25.0
671,672,2010,1,28,23,4,,,,19.0,-2.0,19.0,1,19.0
672,673,2010,1,29,0,4,,,,24.0,-1.0,24.0,1,24.0
673,674,2010,1,29,1,4,,,,25.0,-4.0,25.0,1,25.0
674,675,2010,1,29,2,4,,,,20.0,-4.0,20.0,1,20.0
675,676,2010,1,29,3,4,,,,24.0,-8.0,24.0,1,24.0
676,677,2010,1,29,4,4,,,,17.0,-7.0,17.0,1,17.0
677,678,2010,1,29,5,4,,,,10.0,-8.0,10.0,1,10.0
678,679,2010,1,29,6,4,,,,11.0,-10.0,11.0,1,11.0
679,680,2010,1,29,7,4,,,,16.0,-2.0,16.0,1,16.0
680,681,2010,1,29,8,4,,,,20.0,-1.0,20.0,1,20.0
681,682,2010,1,29,9,4,,,,13.0,1.0,13.0,1,13.0
682,683,2010,1,29,10,4,,,,12.0,2.0,12.0,1,12.0
683,684,2010,1,29,11,4,,,,12.0,3.0,12.0,1,12.0
684,685,2010,1,29,12,4,,,,12.0,4.0,12.0,1,12.0
685,686,2010,1,29,13,4,,,,12.0,5.0,12.0,1,12.0
686,687,2010,1,29,14,4,,,,31.0,6.0,31.0,1,31.0
687,688,2010,1,29,15,4,,,,36.0,6.0,36.0,1,36.0
688,689,2010,1,29,16,4,,,,42.0,6.0,42.0,1,42.0
689,690,2010,1,29,17,4,,,,52.0,5.0,52.0,1,52.0
690,691,2010,1,29,18,4,,,,26.0,5.0,26.0,1,26.0
691,692,2010,1,29,19,4,,,,24.0,5.0,24.0,1,24.0
692,693,2010,1,29,20,4,,,,25.0,3.0,25.0,1,25.0
693,694,2010,1,29,21,4,,,,43.0,3.0,43.0,1,43.0
694,695,2010,1,29,22,4,,,,47.0,3.0,47.0,1,47.0
695,696,2010,1,29,23,4,,,,61.0,3.0,61.0,1,61.0
696,697,2010,1,30,0,4,,,,66.0,0.0,66.0,1,66.0
697,698,2010,1,30,1,4,,,,65.0,0.0,65.0,1,65.0
698,699,2010,1,30,2,4,,,,70.0,-1.0,70.0,1,70.0
699,700,2010,1,30,3,4,,,,36.0,-2.0,36.0,1,36.0
700,701,2010,1,30,4,4,,,,37.0,-1.0,37.0,1,37.0
701,702,2010,1,30,5,4,,,,22.0,-4.0,22.0,1,22.0
702,703,2010,1,30,6,4,,,,24.0,-5.0,24.0,1,24.0
703,704,2010,1,30,7,4,,,,29.0,-5.0,29.0,1,29.0
704,705,2010,1,30,8,4,,,,35.0,-6.0,35.0,1,35.0
705,706,2010,1,30,9,4,,,,35.0,0.0,35.0,1,35.0
706,707,2010,1,30,10,4,,,,33.0,3.0,33.0,1,33.0
707,708,2010,1,30,11,4,,,,32.0,5.0,32.0,1,32.0
708,709,2010,1,30,12,4,,,,25.0,6.0,25.0,1,25.0
709,710,2010,1,30,13,4,,,,16.0,7.0,16.0,1,16.0
710,711,2010,1,30,14,4,,,,26.0,7.0,26.0,1,26.0
711,712,2010,1,30,15,4,,,,32.0,7.0,32.0,1,32.0
712,713,2010,1,30,16,4,,,,36.0,7.0,36.0,1,36.0
713,714,2010,1,30,17,4,,,,37.0,6.0,37.0,1,37.0
714,715,2010,1,30,18,4,,,,45.0,5.0,45.0,1,45.0
715,716,2010,1,30,19,4,,,,71.0,5.0,71.0,1,71.0
716,717,2010,1,30,20,4,,,,67.0,4.0,67.0,1,67.0
717,718,2010,1,30,21,4,,,,69.0,5.0,69.0,1,69.0
718,719,2010,1,30,22,4,,,,94.0,2.0,94.0,1,94.0
719,720,2010,1,30,23,4,,,,85.0,2.0,85.0,1,85.0
720,721,2010,1,31,0,4,,,,35.0,1.0,35.0,1,35.0
721,722,2010,1,31,1,4,,,,26.0,1.0,26.0,1,26.0
722,723,2010,1,31,2,4,,,,24.0,-3.0,24.0,1,24.0
723,724,2010,1,31,3,4,,,,20.0,-2.0,20.0,1,20.0
724,725,2010,1,31,4,4,,,,16.0,0.0,16.0,1,16.0
725,726,2010,1,31,5,4,,,,18.0,1.0,18.0,1,18.0
726,727,2010,1,31,6,4,,,,19.0,0.0,19.0,1,19.0
727,728,2010,1,31,7,4,,,,22.0,0.0,22.0,1,22.0
728,729,2010,1,31,8,4,,,,17.0,0.0,17.0,1,17.0
729,730,2010,1,31,9,4,,,,18.0,2.0,18.0,1,18.0
730,731,2010,1,31,10,4,,,,11.0,3.0,11.0,1,11.0
731,732,2010,1,31,11,4,,,,11.0,4.0,11.0,1,11.0
732,733,2010,1,31,12,4,,,,16.0,5.0,16.0,1,16.0
733,734,2010,1,31,13,4,,,,18.0,5.0,18.0,1,18.0
734,735,2010,1,31,14,4,,,,17.0,6.0,17.0,1,17.0
735,736,2010,1,31,15,4,,,,19.0,6.0,19.0,1,19.0
736,737,2010,1,31,16,4,,,,26.0,5.0,26.0,1,26.0
737,738,2010,1,31,17,4,,,,24.0,4.0,24.0,1,24.0
738,739,2010,1,31,18,4,,,,54.0,1.0,54.0,1,54.0
739,740,2010,1,31,19,4,,,,71.0,-1.0,71.0,1,71.0
740,741,2010,1,31,20,4,,,,129.0,-1.0,129.0,1,129.0
741,742,2010,1,31,21,4,,,,145.0,-1.0,145.0,1,145.0
742,743,2010,1,31,22,4,,,,101.0,-2.0,101.0,1,101.0
743,744,2010,1,31,23,4,,,,65.0,-2.0,65.0,1,65.0
744,745,2010,2,1,0,4,,,,70.0,-3.0,70.0,1,70.0
745,746,2010,2,1,1,4,,,,67.0,-4.0,67.0,1,67.0
746,747,2010,2,1,2,4,,,,76.0,-4.0,76.0,1,76.0
747,748,2010,2,1,3,4,,,,76.0,-4.0,76.0,1,76.0
748,749,2010,2,1,4,4,,,,68.0,-4.0,68.0,1,68.0
749,750,2010,2,1,5,4,,,,73.0,-5.0,73.0,1,73.0
750,751,2010,2,1,6,4,,,,73.0,-4.0,73.0,1,73.0
751,752,2010,2,1,7,4,,,,64.0,-4.0,64.0,1,64.0
752,753,2010,2,1,8,4,,,,53.0,-6.0,53.0,1,53.0
753,754,2010,2,1,9,4,,,,72.0,-3.0,72.0,1,72.0
754,755,2010,2,1,10,4,,,,78.0,-2.0,78.0,1,78.0
755,756,2010,2,1,11,4,,,,72.0,-1.0,72.0,1,72.0
756,757,2010,2,1,12,4,,,,56.0,0.0,56.0,1,56.0
757,758,2010,2,1,13,4,,,,54.0,0.0,54.0,1,54.0
758,759,2010,2,1,14,4,,,,40.0,1.0,40.0,1,40.0
759,760,2010,2,1,15,4,,,,49.0,0.0,49.0,1,49.0
760,761,2010,2,1,16,4,,,,63.0,0.0,63.0,1,63.0
761,762,2010,2,1,17,4,,,,66.0,-1.0,66.0,1,66.0
762,763,2010,2,1,18,4,,,,64.0,-2.0,64.0,1,64.0
763,764,2010,2,1,19,4,,,,63.0,-2.0,63.0,1,63.0
764,765,2010,2,1,20,4,,,,65.0,-4.0,65.0,1,65.0
765,766,2010,2,1,21,4,,,,64.0,-5.0,64.0,1,64.0
766,767,2010,2,1,22,4,,,,64.0,-5.0,64.0,1,64.0
767,768,2010,2,1,23,4,,,,62.0,-7.0,62.0,1,62.0
768,769,2010,2,2,0,4,,,,56.0,-7.0,56.0,1,56.0
769,770,2010,2,2,1,4,,,,87.0,-8.0,87.0,1,87.0
770,771,2010,2,2,2,4,,,,72.0,-9.0,72.0,1,72.0
771,772,2010,2,2,3,4,,,,104.0,-10.0,104.0,1,104.0
772,773,2010,2,2,4,4,,,,97.0,-10.0,97.0,1,97.0
773,774,2010,2,2,5,4,,,,96.0,-11.0,96.0,1,96.0
774,775,2010,2,2,6,4,,,,86.0,-9.0,86.0,1,86.0
775,776,2010,2,2,7,4,,,,85.0,-8.0,85.0,1,85.0
776,777,2010,2,2,8,4,,,,92.0,-7.0,92.0,1,92.0
777,778,2010,2,2,9,4,,,,55.0,-6.0,55.0,1,55.0
778,779,2010,2,2,10,4,,,,36.0,-5.0,36.0,1,36.0
779,780,2010,2,2,11,4,,,,27.0,-3.0,27.0,1,27.0
780,781,2010,2,2,12,4,,,,25.0,-2.0,25.0,1,25.0
781,782,2010,2,2,13,4,,,,28.0,-1.0,28.0,1,28.0
782,783,2010,2,2,14,4,,,,32.0,0.0,32.0,1,32.0
783,784,2010,2,2,15,4,,,,35.0,0.0,35.0,1,35.0
784,785,2010,2,2,16,4,,,,43.0,1.0,43.0,1,43.0
785,786,2010,2,2,17,4,,,,70.0,-2.0,70.0,1,70.0
786,787,2010,2,2,18,4,,,,83.0,-4.0,83.0,1,83.0
787,788,2010,2,2,19,4,,,,66.0,-3.0,66.0,1,66.0
788,789,2010,2,2,20,4,,,,70.0,-6.0,70.0,1,70.0
789,790,2010,2,2,21,4,,,,80.0,-7.0,80.0,1,80.0
790,791,2010,2,2,22,4,,,,88.0,-5.0,88.0,1,88.0
791,792,2010,2,2,23,4,,,,69.0,-8.0,69.0,1,69.0
792,793,2010,2,3,0,4,,,,71.0,-8.0,71.0,1,71.0
793,794,2010,2,3,1,4,,,,62.0,-8.0,62.0,1,62.0
794,795,2010,2,3,2,4,,,,73.0,-10.0,73.0,1,73.0
795,796,2010,2,3,3,4,,,,107.0,-10.0,107.0,1,107.0
796,797,2010,2,3,4,4,,,,94.0,-12.0,94.0,1,94.0
797,798,2010,2,3,5,4,,,,121.0,-13.0,121.0,1,121.0
798,799,2010,2,3,6,4,,,,132.0,-13.0,132.0,1,132.0
799,800,2010,2,3,7,4,,,,161.0,-11.0,161.0,1,161.0
800,801,2010,2,3,8,4,,,,120.0,-11.0,120.0,1,120.0
801,802,2010,2,3,9,4,,,,72.0,-8.0,72.0,1,72.0
802,803,2010,2,3,10,4,,,,58.0,-4.0,58.0,1,58.0
803,804,2010,2,3,11,4,,,,34.0,-2.0,34.0,1,34.0
804,805,2010,2,3,12,4,,,,14.0,0.0,14.0,1,14.0
805,806,2010,2,3,13,4,,,,17.0,1.0,17.0,1,17.0
806,807,2010,2,3,14,4,,,,15.0,1.0,15.0,1,15.0
807,808,2010,2,3,15,4,,,,23.0,2.0,23.0,1,23.0
808,809,2010,2,3,16,4,,,,34.0,2.0,34.0,1,34.0
809,810,2010,2,3,17,4,,,,96.0,1.0,96.0,1,96.0
810,811,2010,2,3,18,4,,,,87.0,1.0,87.0,1,87.0
811,812,2010,2,3,19,4,,,,87.0,0.0,87.0,1,87.0
812,813,2010,2,3,20,4,,,,95.0,-4.0,95.0,1,95.0
813,814,2010,2,3,21,4,,,,105.0,-5.0,105.0,1,105.0
814,815,2010,2,3,22,4,,,,114.0,-6.0,114.0,1,114.0
815,816,2010,2,3,23,4,,,,103.0,-7.0,103.0,1,103.0
816,817,2010,2,4,0,4,,,,99.0,-7.0,99.0,1,99.0
817,818,2010,2,4,1,4,,,,102.0,-8.0,102.0,1,102.0
818,819,2010,2,4,2,4,,,,104.0,-9.0,104.0,1,104.0
819,820,2010,2,4,3,4,,,,78.0,-10.0,78.0,1,78.0
820,821,2010,2,4,4,4,,,,33.0,-10.0,33.0,1,33.0
821,822,2010,2,4,5,4,,,,29.0,-12.0,29.0,1,29.0
822,823,2010,2,4,6,4,,,,27.0,-12.0,27.0,1,27.0
823,824,2010,2,4,7,4,,,,27.0,-15.0,27.0,1,27.0
824,825,2010,2,4,8,4,,,,26.0,-10.0,26.0,1,26.0
825,826,2010,2,4,9,4,,,,33.0,-5.0,33.0,1,33.0
826,827,2010,2,4,10,4,,,,29.0,-3.0,29.0,1,29.0
827,828,2010,2,4,11,4,,,,31.0,-2.0,31.0,1,31.0
828,829,2010,2,4,12,4,,,,28.0,0.0,28.0,1,28.0
829,830,2010,2,4,13,4,,,,28.0,1.0,28.0,1,28.0
830,831,2010,2,4,14,4,,,,61.0,1.0,61.0,1,61.0
831,832,2010,2,4,15,4,,,,64.0,1.0,64.0,1,64.0
832,833,2010,2,4,16,4,,,,80.0,1.0,80.0,1,80.0
833,834,2010,2,4,17,4,,,,91.0,0.0,91.0,1,91.0
834,835,2010,2,4,18,4,,,,79.0,-4.0,79.0,1,79.0
835,836,2010,2,4,19,4,,,,48.0,-3.0,48.0,1,48.0
836,837,2010,2,4,20,4,,,,59.0,-3.0,59.0,1,59.0
837,838,2010,2,4,21,4,,,,82.0,-5.0,82.0,1,82.0
838,839,2010,2,4,22,4,,,,63.0,-3.0,63.0,1,63.0
839,840,2010,2,4,23,4,,,,48.0,-4.0,48.0,1,48.0
840,841,2010,2,5,0,4,,,,54.0,-4.0,54.0,1,54.0
841,842,2010,2,5,1,4,,,,42.0,-4.0,42.0,1,42.0
842,843,2010,2,5,2,4,,,,47.0,-4.0,47.0,1,47.0
843,844,2010,2,5,3,4,,,,87.0,-5.0,87.0,1,87.0
